,PLAYER,SEASON,TEAM,Cluster,MIN
6502,Nerlens Noel,2020-21,NYK,3,24.2
6503,Marc Gasol,2020-21,LAL,0,19.1
6504,Jordan McLaughlin,2020-21,MIN,0,18.4
6505,Bismack Biyombo,2020-21,CHA,3,20.4
6506,Precious Achiuwa,2020-21,MIA,0,12.1
6507,Caleb Martin,2020-21,CHA,0,15.4
6508,Brandon Goodwin,2020-21,ATL,0,13.2
6509,Gabe Vincent,2020-21,MIA,0,13.1
6510,Wesley Matthews,2020-21,LAL,0,19.5
6511,Aaron Nesmith,2020-21,BOS,0,14.5
6512,Grant Williams,2020-21,BOS,0,18.1
6513,Semi Ojeleye,2020-21,BOS,0,17.0
6514,Nassir Little,2020-21,POR,0,13.3
6515,Onyeka Okongwu,2020-21,ATL,0,12.0
6516,Rodney Hood,2020-21,TOR,0,17.1
6517,Solomon Hill,2020-21,ATL,0,21.3
6518,Stanley Johnson,2020-21,TOR,0,16.5
6519,Andre Iguodala,2020-21,MIA,0,21.3
6520,Yuta Watanabe,2020-21,TOR,0,14.5
6521,John Konchar,2020-21,MEM,0,13.4
6522,Mike Scott,2020-21,PHI,0,16.7
6523,Jevon Carter,2020-21,PHX,0,11.9
6524,Kevon Looney,2020-21,GSW,3,19.0
6525,Obi Toppin,2020-21,NYK,0,11.0
6526,Cody Martin,2020-21,CHA,0,16.3
6527,Matisse Thybulle,2020-21,PHI,0,20.0
6528,Kevin Knox II,2020-21,NYK,0,11.1
6529,Isaiah Joe,2020-21,PHI,0,9.3
6530,P.J. Tucker,2020-21,MIL,0,26.1
6531,Javonte Green,2020-21,CHI,0,11.6
6532,Zeke Nnaji,2020-21,DEN,0,9.5
6533,Amir Coffey,2020-21,LAC,0,9.0
6534,Ryan Arcidiacono,2020-21,CHI,0,10.2
6535,Matt Thomas,2020-21,UTA,0,7.3
6536,Nicolo Melli,2020-21,DAL,0,12.6
6537,Thanasis Antetokounmpo,2020-21,MIL,0,9.7
6538,Wes Iwundu,2020-21,NOP,0,13.1
6539,Vlatko Cancar,2020-21,DEN,0,6.9
6540,Miye Oni,2020-21,UTA,0,9.6
6541,Joel Embiid,2021-22,PHI,2,33.8
6542,LeBron James,2021-22,LAL,2,37.2
6543,Giannis Antetokounmpo,2021-22,MIL,2,32.9
6544,Kevin Durant,2021-22,BKN,2,37.2
6545,Luka Doncic,2021-22,DAL,2,35.4
6546,Trae Young,2021-22,ATL,1,34.9
6547,DeMar DeRozan,2021-22,CHI,1,36.1
6548,Ja Morant,2021-22,MEM,2,33.1
6549,Nikola Jokic,2021-22,DEN,2,33.5
6550,Jayson Tatum,2021-22,BOS,1,35.9
6551,Devin Booker,2021-22,PHX,1,34.5
6552,Donovan Mitchell,2021-22,UTA,1,33.8
6553,Stephen Curry,2021-22,GSW,2,34.5
6554,Karl-Anthony Towns,2021-22,MIN,2,33.5
6555,Shai Gilgeous-Alexander,2021-22,OKC,2,34.7
6556,Zach LaVine,2021-22,CHI,1,34.7
6557,Jaylen Brown,2021-22,BOS,2,33.6
6558,De'Aaron Fox,2021-22,SAC,1,35.3
6559,Pascal Siakam,2021-22,TOR,2,37.9
6560,Brandon Ingram,2021-22,NOP,1,34.0
6561,CJ McCollum,2021-22,NOP,1,34.6
6562,James Harden,2021-22,PHI,2,37.2
6563,Darius Garland,2021-22,CLE,2,35.7
6564,Jimmy Butler,2021-22,MIA,2,33.9
6565,Anthony Edwards,2021-22,MIN,1,34.2
6566,Dejounte Murray,2021-22,SAS,2,34.8
6567,Tyler Herro,2021-22,MIA,1,32.6
6568,Fred VanVleet,2021-22,TOR,2,37.9
6569,Kristaps Porzingis,2021-22,WAS,1,29.0
6570,Miles Bridges,2021-22,CHA,1,35.5
6571,LaMelo Ball,2021-22,CHA,2,32.3
6572,Julius Randle,2021-22,NYK,2,35.3
6573,Khris Middleton,2021-22,MIL,1,32.4
6574,RJ Barrett,2021-22,NYK,1,34.5
6575,Terry Rozier,2021-22,CHA,2,33.7
6576,Jerami Grant,2021-22,DET,1,31.9
6577,Bam Adebayo,2021-22,MIA,1,32.6
6578,Norman Powell,2021-22,LAC,1,32.4
6579,Domantas Sabonis,2021-22,SAC,2,34.4
6580,Jordan Poole,2021-22,GSW,1,30.0
6581,Russell Westbrook,2021-22,LAL,2,34.3
6582,Gary Trent Jr.,2021-22,TOR,1,35.0
6583,Jrue Holiday,2021-22,MIL,1,32.9
6584,Desmond Bane,2021-22,MEM,1,29.8
6585,D'Angelo Russell,2021-22,MIN,1,31.9
6586,Bojan Bogdanovic,2021-22,UTA,1,30.9
6587,Christian Wood,2021-22,HOU,1,30.8
6588,Jonas Valanciunas,2021-22,NOP,1,30.3
6589,Nikola Vucevic,2021-22,CHI,1,33.1
6590,Tyrese Maxey,2021-22,PHI,1,35.3
6591,Cade Cunningham,2021-22,DET,2,32.6
6592,Anfernee Simons,2021-22,POR,1,29.5
6593,Jalen Green,2021-22,HOU,1,31.9
6594,Tobias Harris,2021-22,PHI,2,34.8
6595,Andrew Wiggins,2021-22,GSW,1,31.9
6596,Luguentz Dort,2021-22,OKC,1,32.7
6597,Deandre Ayton,2021-22,PHX,1,29.5
6598,OG Anunoby,2021-22,TOR,1,36.0
6599,Kyle Kuzma,2021-22,WAS,2,33.4
6600,Keldon Johnson,2021-22,SAS,1,31.9
6601,Caris LeVert,2021-22,CLE,1,30.7
6602,Reggie Jackson,2021-22,LAC,1,31.2
6603,Harrison Barnes,2021-22,SAC,1,33.6
6604,Cole Anthony,2021-22,ORL,1,31.7
6605,Jaren Jackson Jr.,2021-22,MEM,1,27.3
6606,Jalen Brunson,2021-22,DAL,1,31.9
6607,John Collins,2021-22,ATL,1,30.8
6608,Jarrett Allen,2021-22,CLE,1,32.3
6609,Saddiq Bey,2021-22,DET,1,33.0
6610,Jordan Clarkson,2021-22,UTA,1,27.1
6611,Gordon Hayward,2021-22,CHA,1,31.9
6612,Buddy Hield,2021-22,IND,1,30.8
6613,Rudy Gobert,2021-22,UTA,1,32.1
6614,Kevin Porter Jr.,2021-22,HOU,2,31.3
6615,Marcus Morris Sr.,2021-22,LAC,1,29.0
6616,Tyrese Haliburton,2021-22,IND,1,35.0
6617,Scottie Barnes,2021-22,TOR,1,35.4
6618,Franz Wagner,2021-22,ORL,1,30.7
6619,Bogdan Bogdanovic,2021-22,ATL,1,29.3
6620,Jusuf Nurkic,2021-22,POR,1,28.2
6621,Wendell Carter Jr.,2021-22,ORL,1,29.9
6622,Aaron Gordon,2021-22,DEN,1,31.7
6623,Seth Curry,2021-22,BKN,1,33.3
6624,Evan Mobley,2021-22,CLE,1,33.8
6625,Kelly Oubre Jr.,2021-22,CHA,1,26.3
6626,Josh Hart,2021-22,POR,1,33.2
6627,Lauri Markkanen,2021-22,CLE,1,30.8
6628,Chris Paul,2021-22,PHX,2,32.9
6629,Will Barton,2021-22,DEN,1,32.1
6630,Bobby Portis,2021-22,MIL,1,28.2
6631,Tim Hardaway Jr.,2021-22,DAL,1,29.6
6632,Mikal Bridges,2021-22,PHX,1,34.8
6633,Evan Fournier,2021-22,NYK,1,29.5
6634,Malik Monk,2021-22,LAL,1,28.1
6635,Spencer Dinwiddie,2021-22,DAL,2,29.6
6636,Mike Conley,2021-22,UTA,1,28.6
6637,Kevin Love,2021-22,CLE,1,22.5
6638,Dennis Schroder,2021-22,HOU,1,28.7
6639,Jakob Poeltl,2021-22,SAS,3,29.0
6640,Eric Gordon,2021-22,HOU,1,29.3
6641,Kyle Lowry,2021-22,MIA,2,33.9
6642,De'Andre Hunter,2021-22,ATL,1,29.8
6643,Carmelo Anthony,2021-22,LAL,1,26.0
6644,Derrick White,2021-22,BOS,1,29.3
6645,Kentavious Caldwell-Pope,2021-22,WAS,1,30.2
6646,Montrezl Harrell,2021-22,CHA,3,23.1
6647,Chris Duarte,2021-22,IND,1,28.0
6648,LaMarcus Aldridge,2021-22,BKN,1,22.3
6649,Myles Turner,2021-22,IND,1,29.4
6650,Coby White,2021-22,CHI,0,27.5
6651,Monte Morris,2021-22,DEN,0,29.9
6652,Josh Giddey,2021-22,OKC,2,31.5
6653,Cameron Johnson,2021-22,PHX,0,26.2
6654,Devin Vassell,2021-22,SAS,1,27.3
6655,Lonnie Walker IV,2021-22,SAS,1,23.0
6656,Marcus Smart,2021-22,BOS,1,32.3
6657,Malik Beasley,2021-22,MIN,0,25.0
6658,Kevin Huerter,2021-22,ATL,1,29.6
6659,Luke Kennard,2021-22,LAC,0,27.4
6660,Devonte' Graham,2021-22,NOP,1,28.4
6661,Jae'Sean Tate,2021-22,HOU,1,26.4
6662,Jalen Suggs,2021-22,ORL,1,27.2
6663,Danilo Gallinari,2021-22,ATL,1,25.3
6664,Alec Burks,2021-22,NYK,1,28.6
6665,Davion Mitchell,2021-22,SAC,0,27.7
6666,Patty Mills,2021-22,BKN,0,29.0
6667,Doug McDermott,2021-22,SAS,0,24.0
6668,Rui Hachimura,2021-22,WAS,0,22.5
6669,Immanuel Quickley,2021-22,NYK,2,23.1
6670,Marvin Bagley III,2021-22,DET,1,23.9
6671,Gary Harris,2021-22,ORL,1,28.4
6672,Grayson Allen,2021-22,MIL,0,27.3
6673,Clint Capela,2021-22,ATL,3,27.6
6674,Dorian Finney-Smith,2021-22,DAL,1,33.0
6675,Hamidou Diallo,2021-22,DET,0,21.9
6676,Duncan Robinson,2021-22,MIA,0,25.9
6677,De'Anthony Melton,2021-22,MEM,1,22.7
6678,Darius Bazley,2021-22,OKC,0,27.9
6679,Cameron Payne,2021-22,PHX,1,22.0
6680,Terance Mann,2021-22,LAC,1,28.6
6681,Cedi Osman,2021-22,CLE,0,22.1
6682,Mo Bamba,2021-22,ORL,0,25.7
6683,Nickeil Alexander-Walker,2021-22,UTA,1,22.6
6684,Max Strus,2021-22,MIA,0,23.3
6685,Frank Jackson,2021-22,DET,0,22.0
6686,Trey Lyles,2021-22,SAC,0,20.5
6687,Tre Mann,2021-22,OKC,0,22.8
6688,Brandon Clarke,2021-22,MEM,3,19.5
6689,Richaun Holmes,2021-22,SAC,3,23.9
6690,Ivica Zubac,2021-22,LAC,3,24.4
6691,Jeff Green,2021-22,DEN,1,24.7
6692,P.J. Washington,2021-22,CHA,1,27.2
6693,Josh Richardson,2021-22,SAS,1,24.6
6694,Ben McLemore,2021-22,POR,1,20.1
6695,Al Horford,2021-22,BOS,1,29.1
6696,Cam Reddish,2021-22,NYK,0,20.7
6697,Justin Holiday,2021-22,SAC,0,27.8
6698,Bones Hyland,2021-22,DEN,1,19.0
6699,Isaiah Roby,2021-22,OKC,0,21.1
6700,Garrison Mathews,2021-22,HOU,0,26.3
6701,Terrence Ross,2021-22,ORL,1,23.0
6702,Robert Williams III,2021-22,BOS,2,29.6
6703,Talen Horton-Tucker,2021-22,LAL,1,25.2
6704,Pat Connaughton,2021-22,MIL,0,26.0
6705,Eric Bledsoe,2021-22,POR,1,25.2
6706,Duane Washington Jr.,2021-22,IND,0,20.2
6707,Nassir Little,2021-22,POR,0,25.9
6708,Alperen Sengun,2021-22,HOU,1,20.7
6709,Herbert Jones,2021-22,NOP,1,29.9
6710,Jae Crowder,2021-22,PHX,1,28.1
6711,Chris Boucher,2021-22,TOR,0,21.1
6712,Daniel Gafford,2021-22,WAS,3,20.1
6713,Jaxson Hayes,2021-22,NOP,3,20.0
6714,Jonathan Kuminga,2021-22,GSW,3,16.9
6715,Jaden McDaniels,2021-22,MIN,1,25.8
6716,Jalen Smith,2021-22,IND,0,18.1
6717,Georges Niang,2021-22,PHI,0,22.8
6718,Patrick Beverley,2021-22,MIN,1,25.4
6719,JaVale McGee,2021-22,PHX,3,15.8
6720,Caleb Martin,2021-22,MIA,1,22.9
6721,Oshae Brissett,2021-22,IND,0,23.3
6722,Precious Achiuwa,2021-22,TOR,3,23.6
6723,Willy Hernangomez,2021-22,NOP,3,16.8
6724,Donte DiVincenzo,2021-22,SAC,1,23.9
6725,Obi Toppin,2021-22,NYK,0,17.1
6726,Bruce Brown,2021-22,BKN,1,24.6
6727,Amir Coffey,2021-22,LAC,0,22.7
6728,DeMarcus Cousins,2021-22,DEN,1,14.9
6729,Moritz Wagner,2021-22,ORL,0,15.2
6730,Chimezie Metu,2021-22,SAC,0,21.3
6731,Bryn Forbes,2021-22,DEN,0,17.1
6732,Ayo Dosunmu,2021-22,CHI,0,27.4
6733,KJ Martin,2021-22,HOU,0,21.0
6734,Isaac Okoro,2021-22,CLE,1,29.6
6735,Dwight Powell,2021-22,DAL,3,21.9
6736,Nic Claxton,2021-22,BKN,3,20.7
6737,Gabe Vincent,2021-22,MIA,0,23.4
6738,Tyus Jones,2021-22,MEM,0,21.2
6739,Chuma Okeke,2021-22,ORL,0,25.0
6740,Reggie Bullock Jr.,2021-22,DAL,0,28.0
6741,Cam Thomas,2021-22,BKN,0,17.6
6742,Robert Covington,2021-22,LAC,1,27.3
6743,Jaylen Nowell,2021-22,MIN,0,15.7
6744,Mitchell Robinson,2021-22,NYK,3,25.7
6745,Deni Avdija,2021-22,WAS,0,24.2
6746,Lance Stephenson,2021-22,IND,1,17.7
6747,Nicolas Batum,2021-22,LAC,0,24.8
6748,Aaron Wiggins,2021-22,OKC,0,24.2
6749,Landry Shamet,2021-22,PHX,0,20.8
6750,Isaiah Stewart,2021-22,DET,3,25.6
6751,Isaiah Hartenstein,2021-22,LAC,3,17.9
6752,Naz Reid,2021-22,MIN,0,15.8
6753,Corey Kispert,2021-22,WAS,0,23.4
6754,Hassan Whiteside,2021-22,UTA,3,17.9
6755,Shake Milton,2021-22,PHI,0,21.4
6756,Otto Porter Jr.,2021-22,GSW,1,22.2
6757,Daniel Theis,2021-22,BOS,0,20.8
6758,Onyeka Okongwu,2021-22,ATL,3,20.7
6759,Rudy Gay,2021-22,UTA,0,18.9
6760,Damian Jones,2021-22,SAC,3,18.2
6761,Ziaire Williams,2021-22,MEM,0,21.7
6762,Cory Joseph,2021-22,DET,0,24.6
6763,Mike Muscala,2021-22,OKC,0,13.8
6764,Andre Drummond,2021-22,BKN,3,19.7
6765,Josh Christopher,2021-22,HOU,0,18.0
6766,Jordan Nwora,2021-22,MIL,0,19.1
6767,Grant Williams,2021-22,BOS,1,24.4
6768,Drew Eubanks,2021-22,POR,3,17.5
6769,Cody Martin,2021-22,CHA,0,26.3
6770,R.J. Hampton,2021-22,ORL,0,21.9
6771,Aleksej Pokusevski,2021-22,OKC,2,20.2
6772,Furkan Korkmaz,2021-22,PHI,0,21.1
6773,P.J. Tucker,2021-22,MIA,1,27.9
6774,Trendon Watford,2021-22,POR,3,18.1
6775,Kyle Anderson,2021-22,MEM,0,21.5
6776,Draymond Green,2021-22,GSW,2,28.9
6777,Raul Neto,2021-22,WAS,0,19.6
6778,Jeremiah Robinson-Earl,2021-22,OKC,0,22.2
6779,Alex Caruso,2021-22,CHI,1,28.0
6780,Damion Lee,2021-22,GSW,0,19.9
6781,Kenrich Williams,2021-22,OKC,0,21.9
6782,Royce O'Neale,2021-22,UTA,1,31.2
6783,Jeremy Lamb,2021-22,SAC,0,16.7
6784,Austin Reaves,2021-22,LAL,2,23.2
6785,Taurean Prince,2021-22,MIN,0,17.1
6786,Joe Ingles,2021-22,POR,0,24.9
6787,Javonte Green,2021-22,CHI,0,23.4
6788,Ty Jerome,2021-22,OKC,0,16.7
6789,Theo Maledon,2021-22,OKC,0,17.8
6790,Gary Payton II,2021-22,GSW,1,17.6
6791,Goga Bitadze,2021-22,IND,3,14.6
6792,Larry Nance Jr.,2021-22,NOP,0,22.6
6793,Maxi Kleber,2021-22,DAL,0,24.6
6794,Steven Adams,2021-22,MEM,1,26.3
6795,Jarred Vanderbilt,2021-22,MIN,3,25.4
6796,Killian Hayes,2021-22,DET,0,25.0
6797,Serge Ibaka,2021-22,MIL,0,16.3
6798,Brandon Boston Jr.,2021-22,LAC,0,14.9
6799,Wayne Ellington,2021-22,LAL,0,18.8
6800,Stanley Johnson,2021-22,LAL,0,22.8
6801,Torrey Craig,2021-22,PHX,0,20.5
6802,Zeke Nnaji,2021-22,DEN,0,17.0
6803,Mason Plumlee,2021-22,CHA,3,24.6
6804,JaMychal Green,2021-22,DEN,0,16.2
6805,Josh Jackson,2021-22,SAC,0,16.3
6806,Blake Griffin,2021-22,BKN,0,17.1
6807,Avery Bradley,2021-22,LAL,0,22.7
6808,Aaron Holiday,2021-22,PHX,0,16.2
6809,Lou Williams,2021-22,ATL,0,14.3
6810,Ish Smith,2021-22,WAS,0,17.3
6811,Dewayne Dedmon,2021-22,MIA,3,15.9
6812,Payton Pritchard,2021-22,BOS,0,14.1
6813,Dwight Howard,2021-22,LAL,3,16.2
6814,Thaddeus Young,2021-22,TOR,0,16.3
6815,George Hill,2021-22,MIL,0,23.2
6816,Jalen McDaniels,2021-22,CHA,0,16.3
6817,Jose Alvarado,2021-22,NOP,0,15.4
6818,Nemanja Bjelica,2021-22,GSW,0,16.1
6819,Lamar Stevens,2021-22,CLE,0,16.1
6820,Tristan Thompson,2021-22,CHI,3,15.7
6821,Austin Rivers,2021-22,DEN,0,22.1
6822,Kevon Looney,2021-22,GSW,3,21.1
6823,Tre Jones,2021-22,SAS,0,16.6
6824,Quentin Grimes,2021-22,NYK,0,17.1
6825,Kessler Edwards,2021-22,BKN,0,20.6
6826,Danuel House Jr.,2021-22,UTA,0,17.3
6827,Danny Green,2021-22,PHI,0,21.8
6828,CJ Elleby,2021-22,POR,0,20.2
6829,Joshua Primo,2021-22,SAS,0,19.3
6830,Eric Paschall,2021-22,UTA,0,12.7
6831,Matisse Thybulle,2021-22,PHI,0,25.5
6832,Justise Winslow,2021-22,POR,0,16.1
6833,Naji Marshall,2021-22,NOP,0,13.4
6834,Keita Bates-Diop,2021-22,SAS,0,16.2
6835,Derrick Jones Jr.,2021-22,CHI,0,17.6
6836,Davis Bertans,2021-22,DAL,0,14.4
6837,James Johnson,2021-22,BKN,0,19.2
6838,Trey Murphy III,2021-22,NOP,0,13.9
6839,Rodney McGruder,2021-22,DET,0,14.8
6840,D.J. Augustin,2021-22,LAL,0,16.1
6841,Omer Yurtseven,2021-22,MIA,3,12.6
6842,Armoni Brooks,2021-22,TOR,0,15.6
6843,Dean Wade,2021-22,CLE,0,19.2
6844,Garrett Temple,2021-22,NOP,0,18.6
6845,Facundo Campazzo,2021-22,DEN,0,18.2
6846,Trey Burke,2021-22,DAL,0,10.5
6847,Wesley Matthews,2021-22,MIL,0,20.5
6848,DeAndre' Bembry,2021-22,MIL,0,18.3
6849,David Nwaba,2021-22,HOU,0,13.2
6850,Ignas Brazdeikis,2021-22,ORL,0,12.8
6851,Jock Landale,2021-22,SAS,0,10.9
6852,John Konchar,2021-22,MEM,2,17.9
6853,Josh Green,2021-22,DAL,0,15.5
6854,Xavier Tillman,2021-22,MEM,0,13.2
6855,Greg Brown III,2021-22,POR,0,13.3
6856,Maurice Harkless,2021-22,SAC,0,18.4
6857,Svi Mykhailiuk,2021-22,TOR,0,12.8
6858,Romeo Langford,2021-22,SAS,0,16.1
6859,Khem Birch,2021-22,TOR,0,18.0
6860,Delon Wright,2021-22,ATL,0,18.9
6861,Taj Gibson,2021-22,NYK,3,18.2
6862,Moses Moody,2021-22,GSW,0,11.7
6863,Timothe Luwawu-Cabarrot,2021-22,ATL,0,13.2
6864,Davon Reed,2021-22,DEN,0,13.9
6865,Malachi Flynn,2021-22,TOR,0,12.2
6866,DeAndre Jordan,2021-22,PHI,3,13.0
6867,Troy Brown Jr.,2021-22,CHI,0,16.0
6868,Jevon Carter,2021-22,MIL,0,13.7
6869,Frank Ntilikina,2021-22,DAL,0,11.8
6870,Anthony Gill,2021-22,WAS,0,10.5
6871,Juan Toscano-Anderson,2021-22,GSW,0,13.6
6872,Jared Butler,2021-22,UTA,0,8.6
6873,Aaron Nesmith,2021-22,BOS,0,11.0
6874,Jordan McLaughlin,2021-22,MIN,0,14.5
6875,Sandro Mamukelashvili,2021-22,MIL,0,9.9
6876,Isaiah Joe,2021-22,PHI,0,11.1
6877,Tomas Satoransky,2021-22,WAS,0,16.5
6878,Thanasis Antetokounmpo,2021-22,MIL,0,9.9
6879,Tony Snell,2021-22,NOP,0,15.5
6880,Gorgui Dieng,2021-22,ATL,0,8.4
6881,Sterling Brown,2021-22,DAL,0,12.8
6882,Trent Forrest,2021-22,UTA,0,12.8
6883,Dalano Banton,2021-22,TOR,0,10.9
6884,Rodney Hood,2021-22,LAC,0,13.6
6885,Elfrid Payton,2021-22,PHX,0,11.0
6886,Nick Richards,2021-22,CHA,0,7.3
6887,Tony Bradley,2021-22,CHI,0,10.0
6888,Josh Okogie,2021-22,MIN,0,10.5
6889,Ish Wainright,2021-22,PHX,0,8.0
6890,Dylan Windler,2021-22,CLE,0,9.2
6891,Jericho Sims,2021-22,NYK,0,13.5
6892,Joel Embiid,2022-23,PHI,2,34.6
6893,Luka Doncic,2022-23,DAL,2,36.2
6894,Damian Lillard,2022-23,POR,2,36.3
6895,Shai Gilgeous-Alexander,2022-23,OKC,1,35.5
6896,Giannis Antetokounmpo,2022-23,MIL,2,32.1
6897,Jayson Tatum,2022-23,BOS,2,36.9
6898,Stephen Curry,2022-23,GSW,2,34.7
6899,Kevin Durant,2022-23,PHX,2,35.6
6900,LeBron James,2022-23,LAL,2,35.5
6901,Donovan Mitchell,2022-23,CLE,1,35.8
6902,Devin Booker,2022-23,PHX,1,34.6
6903,Kyrie Irving,2022-23,DAL,1,37.3
6904,Jaylen Brown,2022-23,BOS,1,35.9
6905,Trae Young,2022-23,ATL,1,34.8
6906,Ja Morant,2022-23,MEM,2,31.9
6907,Anthony Davis,2022-23,LAL,1,34.0
6908,Lauri Markkanen,2022-23,UTA,1,34.4
6909,Julius Randle,2022-23,NYK,1,35.5
6910,De'Aaron Fox,2022-23,SAC,1,33.4
6911,Zach LaVine,2022-23,CHI,1,35.9
6912,Brandon Ingram,2022-23,NOP,2,34.2
6913,Anthony Edwards,2022-23,MIN,1,36.0
6914,DeMar DeRozan,2022-23,CHI,1,36.2
6915,Nikola Jokic,2022-23,DEN,2,33.7
6916,Pascal Siakam,2022-23,TOR,2,37.4
6917,Jalen Brunson,2022-23,NYK,1,35.0
6918,Kawhi Leonard,2022-23,LAC,1,33.6
6919,Paul George,2022-23,LAC,2,34.6
6920,Bradley Beal,2022-23,WAS,1,33.5
6921,Kristaps Porzingis,2022-23,WAS,1,32.6
6922,Jimmy Butler,2022-23,MIA,1,33.4
6923,Jalen Green,2022-23,HOU,1,34.2
6924,Keldon Johnson,2022-23,SAS,1,32.8
6925,Klay Thompson,2022-23,GSW,1,33.0
6926,Darius Garland,2022-23,CLE,1,35.5
6927,Bojan Bogdanovic,2022-23,DET,1,32.1
6928,Desmond Bane,2022-23,MEM,1,31.7
6929,Kyle Kuzma,2022-23,WAS,2,35.0
6930,Terry Rozier,2022-23,CHA,1,35.3
6931,Anfernee Simons,2022-23,POR,1,35.0
6932,James Harden,2022-23,PHI,2,36.8
6933,CJ McCollum,2022-23,NOP,1,35.3
6934,Jordan Clarkson,2022-23,UTA,1,32.6
6935,Tyrese Haliburton,2022-23,IND,1,33.6
6936,Jerami Grant,2022-23,POR,1,35.6
6937,Dejounte Murray,2022-23,ATL,2,36.4
6938,Jordan Poole,2022-23,GSW,1,30.0
6939,Bam Adebayo,2022-23,MIA,1,34.6
6940,Tyrese Maxey,2022-23,PHI,1,33.6
6941,Kelly Oubre Jr.,2022-23,CHA,1,32.2
6942,Mikal Bridges,2022-23,BKN,1,35.7
6943,Tyler Herro,2022-23,MIA,2,34.9
6944,Jamal Murray,2022-23,DEN,2,32.8
6945,Paolo Banchero,2022-23,ORL,1,33.7
6946,RJ Barrett,2022-23,NYK,1,33.9
6947,Fred VanVleet,2022-23,TOR,2,36.7
6948,Jrue Holiday,2022-23,MIL,1,32.6
6949,Kevin Porter Jr.,2022-23,HOU,2,34.3
6950,Domantas Sabonis,2022-23,SAC,2,34.6
6951,Jaren Jackson Jr.,2022-23,MEM,1,28.4
6952,Franz Wagner,2022-23,ORL,1,32.6
6953,Deandre Ayton,2022-23,PHX,1,30.4
6954,Myles Turner,2022-23,IND,1,29.4
6955,D'Angelo Russell,2022-23,LAL,1,32.5
6956,Nikola Vucevic,2022-23,CHI,2,33.5
6957,Michael Porter Jr.,2022-23,DEN,1,29.0
6958,Gary Trent Jr.,2022-23,TOR,1,32.1
6959,Spencer Dinwiddie,2022-23,BKN,1,34.5
6960,Norman Powell,2022-23,LAC,1,26.1
6961,Buddy Hield,2022-23,IND,1,31.0
6962,OG Anunoby,2022-23,TOR,1,35.6
6963,Bennedict Mathurin,2022-23,IND,1,28.5
6964,Christian Wood,2022-23,DAL,1,25.9
6965,Josh Giddey,2022-23,OKC,2,31.1
6966,Aaron Gordon,2022-23,DEN,1,30.2
6967,Jaden Ivey,2022-23,DET,1,31.1
6968,Evan Mobley,2022-23,CLE,1,34.4
6969,Brook Lopez,2022-23,MIL,1,30.4
6970,Russell Westbrook,2022-23,LAC,2,29.1
6971,P.J. Washington,2022-23,CHA,1,32.6
6972,Cameron Johnson,2022-23,BKN,1,28.6
6973,De'Andre Hunter,2022-23,ATL,1,31.7
6974,Scottie Barnes,2022-23,TOR,2,34.8
6975,Wendell Carter Jr.,2022-23,ORL,1,29.6
6976,Kevin Huerter,2022-23,SAC,1,29.4
6977,Harrison Barnes,2022-23,SAC,1,32.5
6978,Immanuel Quickley,2022-23,NYK,1,28.9
6979,Malcolm Brogdon,2022-23,BOS,1,26.0
6980,Alperen Sengun,2022-23,HOU,2,28.9
6981,Tobias Harris,2022-23,PHI,1,32.9
6982,Gordon Hayward,2022-23,CHA,1,31.5
6983,Trey Murphy III,2022-23,NOP,1,31.0
6984,Tim Hardaway Jr.,2022-23,DAL,1,30.3
6985,Dillon Brooks,2022-23,MEM,1,30.3
6986,Collin Sexton,2022-23,UTA,1,23.9
6987,Jarrett Allen,2022-23,CLE,1,32.6
6988,Jonas Valanciunas,2022-23,NOP,1,24.9
6989,Bobby Portis,2022-23,MIL,1,26.0
6990,Jalen Williams,2022-23,OKC,1,30.3
6991,Bogdan Bogdanovic,2022-23,ATL,1,27.9
6992,Markelle Fultz,2022-23,ORL,1,29.6
6993,Chris Paul,2022-23,PHX,1,32.0
6994,Saddiq Bey,2022-23,ATL,1,27.6
6995,Luguentz Dort,2022-23,OKC,1,30.7
6996,Malik Monk,2022-23,SAC,1,22.3
6997,Rudy Gobert,2022-23,MIN,1,30.7
6998,Jusuf Nurkic,2022-23,POR,1,26.8
6999,John Collins,2022-23,ATL,1,30.0
7000,Cole Anthony,2022-23,ORL,1,25.9
7001,Austin Reaves,2022-23,LAL,1,28.8
7002,Tre Jones,2022-23,SAS,2,29.2
7003,Jabari Smith Jr.,2022-23,HOU,3,31.0
7004,Alec Burks,2022-23,DET,1,22.0
7005,KJ Martin,2022-23,HOU,1,28.0
7006,Malik Beasley,2022-23,LAL,0,25.8
7007,Nic Claxton,2022-23,BKN,1,29.9
7008,Dennis Schroder,2022-23,LAL,1,30.1
7009,Jakob Poeltl,2022-23,TOR,1,26.5
7010,Kelly Olynyk,2022-23,UTA,1,28.6
7011,Eric Gordon,2022-23,LAC,1,28.5
7012,Derrick White,2022-23,BOS,1,28.3
7013,Keegan Murray,2022-23,SAC,1,29.8
7014,Caris LeVert,2022-23,CLE,1,30.2
7015,Jaden McDaniels,2022-23,MIN,1,30.6
7016,Marvin Bagley III,2022-23,DET,3,23.6
7017,Clint Capela,2022-23,ATL,3,26.6
7018,Mike Conley,2022-23,MIN,1,30.3
7019,Bones Hyland,2022-23,LAC,1,19.4
7020,Lonnie Walker IV,2022-23,LAL,0,23.2
7021,Zach Collins,2022-23,SAS,1,22.9
7022,Bruce Brown,2022-23,DEN,2,28.5
